연번,전체기관명,도로명주소,geometry
204,경찰청 서울특별시경찰청 서울송파경찰서 잠실지구대,서울특별시 송파구  올림픽로 101,[127.082140287795 37.512098848307]
205,경찰청 서울특별시경찰청 서울송파경찰서 삼전지구대,서울특별시 송파구  백제고분로 238,[127.09274888747 37.5026743243957]
206,경찰청 서울특별시경찰청 서울송파경찰서 가락지구대,서울특별시 송파구  중대로 179,[127.125313358803 37.4981844710974]
207,경찰청 서울특별시경찰청 서울송파경찰서 문정지구대,서울특별시 송파구 충민로2길 18,[127.126925891212 37.4782186791909]
208,경찰청 서울특별시경찰청 서울송파경찰서 마천파출소,서울특별시 송파구  마천로 41길 8,[127.148210129756 37.497026751356]
209,경찰청 서울특별시경찰청 서울송파경찰서 거여파출소,서울특별시 송파구 새말로15길 9,[127.129717275738 37.4851594484832]
211,경찰청 서울특별시경찰청 서울송파경찰서 오금파출소,서울특별시 송파구  마천로8길 17,[127.128101023042 37.5068995168611]
212,경찰청 서울특별시경찰청 서울송파경찰서 신천파출소,서울특별시 송파구  올림픽로35길 12 ,[127.112561070983 37.5201435215171]
213,경찰청 서울특별시경찰청 서울송파경찰서 위례파출소,서울특별시 송파구 위례순환로 369,[127.145875182176 37.4778540602867]
214,경찰청 서울특별시경찰청 서울노원경찰서 당현지구대,서울특별시 노원구  노원로17길 64번지,[127.068355620094 37.6420207179331]
215,경찰청 서울특별시경찰청 서울노원경찰서 월계지구대,서울특별시 노원구  월계로55길 58,[127.059287234129 37.6336796200966]
216,경찰청 서울특별시경찰청 서울노원경찰서 화랑지구대,서울특별시 노원구  동일로 1034,[127.074597834957 37.6225681689702]
217,경찰청 서울특별시경찰청 서울노원경찰서 노원역지구대,서울특별시 노원구 노원로431,[127.066916404341 37.6550055224449]
218,경찰청 서울특별시경찰청 서울노원경찰서 불암지구대,서울특별시 노원구  한글비석로 277,[127.077338666344 37.652436756043]
219,경찰청 서울특별시경찰청 서울노원경찰서 마들지구대,서울특별시 노원구  한글비석로 489 마들지구대,[127.063618910994 37.6645870330059]
220,경찰청 서울특별시경찰청 서울노원경찰서 당고개파출소,서울특별시 노원구  상계로35길 29(임시청사),[127.077852732199 37.6714710858571]
221,경찰청 서울특별시경찰청 서울노원경찰서 상계1파출소,서울특별시 노원구  동일로 1693,[127.055047135943 37.6796812226531]
222,경찰청 서울특별시경찰청 서울방배경찰서 남태령지구대,서울특별시 서초구  동작대로 34,[126.98216283333 37.4795232224285]
223,경찰청 서울특별시경찰청 서울방배경찰서 서래파출소,서울특별시 서초구  신반포로 16길 15-14,[126.996967303365 37.5021102658365]
224,경찰청 서울특별시경찰청 서울방배경찰서 이수파출소,서울특별시 서초구  동광로19길 38,[126.988846953989 37.4941486658541]
225,경찰청 서울특별시경찰청 서울방배경찰서 방배1파출소,서울특별시 서초구  효령로 31길 64,[126.995340912361 37.4839605943547]
226,경찰청 서울특별시경찰청 서울은평경찰서 불광지구대,서울특별시 은평구  연서로 290,[126.926581355932 37.6214183477987]
227,경찰청 서울특별시경찰청 서울은평경찰서 연신내지구대,서울특별시 은평구  갈현로 195,[126.912708898719 37.6152127182381]
228,경찰청 서울특별시경찰청 서울은평경찰서 진관파출소,서울특별시 은평구  진관3로 38 진관파출소,[126.920899644798 37.6399452531738]
229,경찰청 서울특별시경찰청 서울은평경찰서 대조파출소,서울특별시 은평구  통일로 737,[126.928984363331 37.6111463910781]
230,경찰청 서울특별시경찰청 서울도봉경찰서 창동지구대,서울특별시 도봉구 노해로 392,[127.051715013765 37.6522871533292]
231,경찰청 서울특별시경찰청 서울도봉경찰서 신창파출소,서울특별시 도봉구  도봉로104길 49-5,[127.034616372573 37.6435195429165]
232,경찰청 서울특별시경찰청 서울도봉경찰서 방학파출소,서울특별시 도봉구  도봉로145길 45 방학파출소,[127.040015484734 37.6645033394704]
233,경찰청 서울특별시경찰청 서울도봉경찰서 신방학파출소,서울특별시 도봉구  시루봉로5길 10,[127.02718505544 37.6585099720895]
235,경찰청 서울특별시경찰청 서울도봉경찰서 도봉2파출소,서울특별시 도봉구 도봉로 180나길 33,[127.049278285409 37.6839933331141]
236,경찰청 서울특별시경찰청 서울도봉경찰서 쌍문파출소,서울특별시 도봉구  방학로3길 132,[127.038002354359 37.6575955499116]
237,경찰청 서울특별시경찰청 서울도봉경찰서 숭미파출소,서울특별시 도봉구  노해로 139 숭미파출소,[127.025582768186 37.6475127555581]
238,경찰청 서울특별시경찰청 서울수서경찰서 도곡지구대,서울특별시 강남구  언주로 426,[127.043717717768 37.5013327562925]
239,경찰청 서울특별시경찰청 서울수서경찰서 대치지구대,서울특별시 강남구  삼성로 203,[127.062617624125 37.494873946034]
240,경찰청 서울특별시경찰청 서울수서경찰서 수서파출소,서울특별시 강남구  밤고개로1길 48,[127.104813214036 37.489127606674]
241,경찰청 서울특별시경찰청 서울수서경찰서 대왕파출소,서울특별시 강남구  헌릉로 623,[127.10736243987 37.4651760424395]
242,경찰청 서울특별시경찰청 서울수서경찰서 일원지구대,서울특별시 강남구  일원로3길 35 일원파출소,[127.083373556556 37.4924161491256]
243,경찰청 서울특별시경찰청 서울수서경찰서 개포지구대,서울특별시 강남구  개포로 261(1268),[127.051167625269 37.4797783863169]
244,경찰청 부산광역시경찰청 부산중부경찰서 남포지구대,부산광역시 중구  해관로 19,[129.03555759783 35.100539305992]
245,경찰청 부산광역시경찰청 부산중부경찰서 영주파출소,부산광역시 중구  동영로 77,[129.032194399765 35.1119108002281]
246,경찰청 부산광역시경찰청 부산중부경찰서 부평파출소,부산광역시 중구  보수대로44번길 27,[129.023792687454 35.102986666252]
247,경찰청 부산광역시경찰청 부산중부경찰서 보수파출소,부산광역시 중구  흑교로 77,[129.023385565283 35.10597770875]
248,경찰청 부산광역시경찰청 부산중부경찰서 대청파출소,부산광역시 중구  중구로 103-1,[129.031382997839 35.1058735628654]
249,경찰청 부산광역시경찰청 부산동래경찰서 내성지구대,부산광역시 동래구  동래로 109,[129.084545976398 35.2073071000626]
250,경찰청 부산광역시경찰청 부산동래경찰서 충렬지구대,부산광역시 동래구  반송로 207,[129.097106422741 35.1996350885677]
251,경찰청 부산광역시경찰청 부산동래경찰서 온천지구대,부산광역시 동래구  우장춘로 16,[129.070490656041 35.2091815244749]
252,경찰청 부산광역시경찰청 부산동래경찰서 사직지구대,부산광역시 동래구  중앙대로1277번길 41,[129.075577556952 35.2007112368409]
253,경찰청 부산광역시경찰청 부산동래경찰서 온천3파출소,부산광역시 동래구  석사북로 93,[129.066216152349 35.2057452093481]
254,경찰청 부산광역시경찰청 부산동래경찰서 낙민파출소,부산광역시 동래구  온천천로 359,[129.092476361464 35.1937958293637]
255,경찰청 부산광역시경찰청 부산영도경찰서 동삼지구대,부산광역시 영도구  태종로 618 동삼지구대,[129.07326275992 35.0783351783621]
256,경찰청 부산광역시경찰청 부산영도경찰서 영선지구대,부산광역시 영도구  남항시장길 328,[129.042905096449 35.0877049797516]
257,경찰청 부산광역시경찰청 부산영도경찰서 청학파출소,부산광역시 영도구  태종로 395,[129.066241207799 35.0919558558368]
258,경찰청 부산광역시경찰청 부산영도경찰서 대교파출소,부산광역시 영도구  태종로 81(대교동2가),[129.040025152973 35.0922375496199]
259,경찰청 부산광역시경찰청 부산동부경찰서 초량지구대,부산광역시 동구  초량상로 65번길2,[129.037480565995 35.1178206839293]
260,경찰청 부산광역시경찰청 부산동부경찰서 수성지구대,부산광역시 동구  망양로 811,[129.043526376927 35.1348638870622]
261,경찰청 부산광역시경찰청 부산동부경찰서 자성대파출소,부산광역시 동구  자성공원로 15,[129.061246464508 35.1374039600525]
262,경찰청 부산광역시경찰청 부산동부경찰서 좌천파출소,부산광역시 동구  중앙대로 491-4,[129.05598893418 35.1372025019734]
263,경찰청 부산광역시경찰청 부산동부경찰서 범곡파출소,부산광역시 동구  범상로 10-1,[129.049060791431 35.1412076148271]
264,경찰청 부산광역시경찰청 부산진경찰서 양정지구대,부산광역시 부산진구  동평로 342,[129.062575154068 35.1744318033697]
265,경찰청 부산광역시경찰청 부산진경찰서 부전지구대,부산광역시 부산진구  부전로 185,[129.061079393128 35.1638482726279]
266,경찰청 부산광역시경찰청 부산진경찰서 서면지구대,부산광역시 부산진구  신암로 56,[129.055476337449 35.1471106789962]
267,경찰청 부산광역시경찰청 부산진경찰서 당감지구대,부산광역시 부산진구  당감로 17-1,[129.039407223108 35.1632769940611]
268,경찰청 부산광역시경찰청 부산진경찰서 성지지구대,부산광역시 부산진구  성지로113번길 27,[129.051664084217 35.1790120526862]
269,경찰청 부산광역시경찰청 부산진경찰서 가야지구대,부산광역시 부산진구  가야공원로 10,[129.029487682079 35.1524667861643]
270,경찰청 부산광역시경찰청 부산진경찰서 부암지구대,부산광역시 부산진구  신천대로 283,[129.050134507789 35.1671874115575]
271,경찰청 부산광역시경찰청 부산진경찰서 범천1파출소,부산광역시 부산진구  중앙번영로 10,[129.060235907611 35.1447906023616]
272,경찰청 부산광역시경찰청 부산진경찰서 전포파출소,부산광역시 부산진구  전포대로 165,[129.064994723826 35.1514426902997]
273,경찰청 부산광역시경찰청 부산진경찰서 개금파출소,부산광역시 부산진구 백양대로208번길 137,[129.023247899819 35.1623765350654]
274,경찰청 부산광역시경찰청 부산서부경찰서 송도지구대,부산광역시 서구 충무대로 84,[129.021503989307 35.0793935406681]
275,경찰청 부산광역시경찰청 부산서부경찰서 구덕지구대,부산광역시 서구  보수대로 258-5,[129.017372060764 35.1171025047598]
276,경찰청 부산광역시경찰청 부산서부경찰서 충무지구대,부산광역시 서구  임시수도기념로 36,[129.017958817293 35.1035345366048]
277,경찰청 부산광역시경찰청 부산서부경찰서 아미파출소,부산광역시 서구  해돋이로 267,[129.016177228975 35.1003038183932]
278,경찰청 부산광역시경찰청 부산남부경찰서 문현지구대,부산광역시 남구  전포대로 20번길 47,[129.06978141067 35.1389363035324]
279,경찰청 부산광역시경찰청 부산남부경찰서 용호지구대,부산광역시 남구  분포로 1,[129.112376991096 35.1253795291427]
280,경찰청 부산광역시경찰청 부산남부경찰서 대연지구대,부산광역시 남구  수영로 328,[129.101983110907 35.1378436249759]
281,경찰청 부산광역시경찰청 부산남부경찰서 광남지구대,부산광역시 수영구  수영로554번길 52,[129.115214492091 35.1543170722645]
282,경찰청 부산광역시경찰청 부산남부경찰서 광민지구대,부산광역시 수영구  광안해변로295번길 22,[129.12537567232 35.15741917924]
283,경찰청 부산광역시경찰청 부산남부경찰서 못골파출소,부산광역시 남구 진남로 46번길 37,[129.090065603772 35.139784029249]
284,경찰청 부산광역시경찰청 부산남부경찰서 우암파출소,부산광역시 남구  우암로 170,[129.078164200552 35.1246405692898]
285,경찰청 부산광역시경찰청 부산남부경찰서 용당파출소,부산광역시 남구 신선로 318,[129.095744297262 35.1145552865401]
286,경찰청 부산광역시경찰청 부산남부경찰서 감만파출소,부산광역시 남구 우암로86,[129.080805591399 35.1182020229714]
