학교구분,학교명,본분교,지역,주소
대학원,수원가톨릭대학교 대학원,본교,경기,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교) "
대학원,수원대학교 일반대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 경영대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 교육대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 금융공학대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 미술대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 사회복지대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 행정대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 호텔관광대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 음악대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,수원대학교 공학대학원,본교,경기,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) "
대학원,숙명여자대학교 일반대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 교육대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 국제관계대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 사회교육대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 음악치료대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 임상약학대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 전통문화예술대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 TESOL 대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 원격대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 여성인적자원개발대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 호스피탈리티경영전문대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 라이프스타일디자인대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,숙명여자대학교 정책산업대학원,본교,서울,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) "
대학원,순천향대학교 대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,순천향대학교 교육대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,순천향대학교 산업정보대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,순천향대학교 행정대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,순천향대학교 글로벌경영대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,순천향대학교 건강과학대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,순천향대학교 법과학대학원,본교,충남,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교) "
대학원,숭실대학교 대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,숭실대학교 경영대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,숭실대학교 교육대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,숭실대학교 기독교학대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,숭실대학교 사회복지대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,숭실대학교 정보과학대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,숭실대학교 중소기업대학원,본교,서울,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교) "
대학원,신라대학교 대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,신라대학교 교육대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,신라대학교 국제경영대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,신라대학교 사회복지대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,신라대학교 조형대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,신라대학교 리더십대학원,본교,부산,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교) "
대학원,아신대학교 대학원,본교,경기,경기도 양평군 옥천면 경강로 1276 아신대학교
대학원,아신대학교 교육대학원,본교,경기,경기도 양평군 옥천면 경강로 1276 아신대학교
대학원,아신대학교 선교대학원,본교,경기,경기도 양평군 옥천면 경강로 1276 아신대학교
대학원,아신대학교 신학대학원,본교,경기,경기도 양평군 옥천면 경강로 1276 아신대학교
대학원,아신대학교 상담대학원,본교,경기,경기도 양평군 옥천면 경강로 1276 아신대학교
대학원,아신대학교 복지대학원,본교,경기,경기도 양평군 옥천면 경강로 1276 아신대학교
대학원,아주대학교 대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 경영대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 공공정책대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 교육대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 국제대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 보건대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 정보통신대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 정보통신전문대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 임상치의학대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 법학전문대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,아주대학교 의학전문대학원,본교,경기,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) "
대학원,안양대학교 대학원,본교,경기,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교) "
대학원,안양대학교 경영행정대학원,본교,경기,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교) "
대학원,안양대학교 교육대학원,본교,경기,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교) "
대학원,안양대학교 신학대학원,본교,경기,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교) "
대학원,연세대학교 대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 경제대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 교육대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 국제학대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 법무대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 보건대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교(미래) 보건환경대학원,분교,강원,강원도 원주시 흥업면 연세대길 1 연세대학교 미래캠퍼스
대학원,연세대학교 사회복지대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 생활환경대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 언론홍보대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 연합신학대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 정보대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 행정대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 간호대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 경영전문대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 공학대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 법학전문대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교(미래) 정경대학원,분교,강원,강원도 원주시 흥업면 연세대길 1 연세대학교 미래캠퍼스
대학원,연세대학교 의학전문대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 치의학전문대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,연세대학교 커뮤니케이션대학원,본교,서울,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교) "
대학원,영남대학교 일반대학원,본교,경북,"경상북도 경산시 대학로 280 (대동, 영남대학교) "
대학원,영남대학교 경영대학원,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남대학교) "
대학원,영남대학교 교육대학원,본교,경북,"경상북도 경산시 대학로 280 (대동, 영남대학교) "
대학원,영남대학교 공학대학원,본교,경북,"경상북도 경산시 대학로 280 (대동, 영남대학교) "
대학원,영남대학교 임상약학대학원,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남대학교) "
대학원,영남대학교 행정대학원,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남대학교) "
대학원,영남대학교 환경보건대학원,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남대학교) "
대학원,영남대학교 스포츠과학대학원,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남대학교) "
대학원,영남대학교 법학전문대학원,본교,경북,"경상북도 경산시 대학로 280 (대동, 영남대학교) "
대학원,영남대학교 의학전문대학원,본교,대구,"대구광역시 남구 현충로 170 (대명동, 영남대학교) "
대학원,영남대학교 박정희새마을대학원,본교,경북,"경상북도 경산시 대학로 280 (대동, 영남대학교) "
대학원,영남신학대학교 대학원,본교,경북,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) "
대학원,영남신학대학교 사회복지대학원,본교,경북,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) "
대학원,영남신학대학교 신학대학원,본교,경북,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) "
대학원,유원대학교 산업정보대학원,본교,충북,충청북도 영동군 영동읍 대학로 310 
대학원,용인대학교 일반대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 경영대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 교육대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 예술대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 체육과학대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 재활복지대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 재활보건과학대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 태권도대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,용인대학교 문화재대학원,본교,경기,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) "
대학원,우석대학교 일반대학원,본교,전북,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교) "
대학원,우석대학교 교육대학원,본교,전북,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교) "
대학원,우석대학교 경영행정문화대학원,본교,전북,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교) "
대학원,울산대학교 대학원,본교,울산,"울산광역시 남구 대학로 93 (무거동, 울산대학교) "
대학원,울산대학교 경영대학원,본교,울산,"울산광역시 남구 대학로 93 (무거동, 울산대학교) "
대학원,울산대학교 교육대학원,본교,울산,"울산광역시 남구 대학로 93 (무거동, 울산대학교) "
대학원,울산대학교 산업대학원,본교,울산,"울산광역시 남구 대학로 93 (무거동, 울산대학교) "
대학원,울산대학교 정책대학원,본교,울산,"울산광역시 남구 대학로 93 (무거동, 울산대학교) "
대학원,울산대학교 자동차선박기술대학원,본교,울산,"울산광역시 남구 대학로 93 (무거동, 울산대학교) "
대학원,원광대학교 대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 교육대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 보건환경대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 경영대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 행정대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 동양학대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 한의학전문대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 법학전문대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,원광대학교 동서보완의학대학원,본교,전북,"전라북도 익산시 익산대로 460 (신동, 원광대학교) "
대학원,위덕대학교 대학원,본교,경북,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교) "
대학원,위덕대학교 경영대학원,본교,경북,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교) "
대학원,위덕대학교 교육대학원,본교,경북,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교) "
대학원,위덕대학교 불교대학원,본교,경북,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교) "
대학원,위덕대학교 사회복지대학원,본교,경북,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교) "
대학원,을지대학교 일반대학원,본교,대전,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교) "
대학원,을지대학교 보건대학원,본교,대전,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교) "
대학원,을지대학교 임상간호대학원,본교,대전,"대전광역시 중구 계룡로771번길 77 (목동, 을지대학교) "
대학원,이화여자대학교 대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 교육대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 국제대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 디자인대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 사회복지대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 신학대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 정책과학대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 통역번역대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 임상보건과학대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 공연예술대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 임상치의학대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 경영전문대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 법학전문대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 사회복지전문대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 의학전문대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,이화여자대학교 외국어교육특수대학원,본교,서울,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교) "
대학원,인제대학교 일반대학원,본교,경남,"경상남도 김해시 인제로 197 (어방동, 인제대학교) "
대학원,인제대학교 경영대학원,본교,경남,"경상남도 김해시 인제로 197 (어방동, 인제대학교) "
대학원,인제대학교 교육대학원,본교,경남,"경상남도 김해시 인제로 197 (어방동, 인제대학교) "
대학원,인제대학교 보건대학원,본교,부산,"부산광역시 부산진구 복지로 75 (개금동, 백병원) "
대학원,인제대학교 사회복지대학원,본교,경남,"경상남도 김해시 인제로 197 (어방동, 인제대학교) "
대학원,인천가톨릭대학교 일반대학원,제2캠퍼스,인천,인천광역시 연수구 송도문화로120번길 20 (송도동) 
대학원,인천가톨릭대학교 대학원,본교,인천,"인천광역시 강화군 양도면 고려왕릉로 53-1 (도장리, 인천가톨릭대학교) "
대학원,인천가톨릭대학교 특수대학원,제2캠퍼스,인천,"인천광역시 연수구 해송로 12 (송도동, 인천가톨릭대학교) "
대학원,인하대학교 대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교
대학원,인하대학교 경영대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 
대학원,인하대학교 교육대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교
대학원,인하대학교 정보통신대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교
대학원,인하대학교 정책대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교 정책대학원
대학원,인하대학교 국제통상물류대학원,본교,인천,"인천광역시 남구 인하로 100 (용현동, 인하대학교) "
대학원,인하대학교 공학대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교
대학원,인하대학교 법학전문대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교
대학원,인하대학교 의학전문대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 의과대학/의학전문대학원
대학원,인하대학교 물류전문대학원,본교,인천,인천광역시 미추홀구 인하로 100(용현동) 인하대학교
대학원,장로회신학대학교 일반대학원,본교,서울,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) "
대학원,장로회신학대학교 교육대학원,본교,서울,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) "
대학원,장로회신학대학교 교회음악대학원,본교,서울,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) "
대학원,장로회신학대학교 세계선교대학원,본교,서울,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) "
대학원,장로회신학대학교 신학대학원,본교,서울,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) "
대학원,장로회신학대학교 목회전문대학원,본교,서울,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) "
대학원,전주대학교 일반대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,전주대학교 경영대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,전주대학교 교육대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,전주대학교 선교신학대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,전주대학교 행정대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,전주대학교 문화산업대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,전주대학교 대체의학대학원,본교,전북,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) "
대학원,조선대학교 대학원,본교,광주,"광주광역시 동구 필문대로 309 (서석동, 조선대학교) 대학원 교학팀(해오름관 2층)"
대학원,조선대학교 경영대학원,본교,광주,광주광역시 동구 조선대5길 76(서석동) 
대학원,조선대학교 교육대학원,본교,광주,광주광역시 동구 조선대길 184(서석동) 
대학원,조선대학교 디자인대학원,본교,광주,광주광역시 동구 조선대길 73(서석동) 
대학원,조선대학교 보건대학원,본교,광주,광주광역시 동구 조선대2길 11(서석동) 
대학원,조선대학교 임상약학대학원,본교,광주,광주광역시 동구 조선대1길 9(서석동) 
대학원,조선대학교 정책대학원,본교,광주,광주광역시 동구 조선대5길 76(서석동) 
대학원,조선대학교 의학전문대학원,본교,광주,광주광역시 동구 조선대4길 20(서석동) 
대학원,조선대학교 치의학전문대학원,본교,광주,광주광역시 동구 조선대길 7(서석동) 
대학원,중부대학교 일반대학원,본교,충남,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교) "
대학원,중부대학교 교육대학원,본교,충남,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교) "
대학원,중부대학교 원격대학원,본교,충남,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교) "
대학원,중부대학교 인문산업대학원,본교,충남,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교) "
대학원,중앙대학교 대학원,제2캠퍼스,경기,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교) "
대학원,중앙대학교 대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 건설대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 교육대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 국제대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 사회개발대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 신문방송대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 예술대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 정보대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 행정대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 의약식품대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 첨단영상대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 경영전문대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 법학전문대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 글로벌대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 국악교육대학원,제2캠퍼스,경기,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교) "
대학원,중앙대학교 의학전문대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 글로벌인적자원개발대학원,본교,서울,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교) "
대학원,중앙대학교 산업창업경영대학원,제2캠퍼스,경기,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교) "
대학원,중앙승가대학교 대학원,본교,경기,"경기도 김포시 승가로 147 (풍무동, 중앙승가대학) "
대학원,백석대학교 교육대학원,본교,서울,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) "
대학원,백석대학교 신학대학원,본교,서울,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) "
대학원,백석대학교 상담대학원,본교,서울,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) "
대학원,백석대학교 음악대학원,본교,서울,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) "
대학원,백석대학교 기독교전문대학원,본교,서울,"서울특별시 서초구 방배로9길 15 (방배동, 목양동백석대학교) "
대학원,청주대학교 일반대학원,본교,충북,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) "
대학원,청주대학교 교육대학원,본교,충북,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) "
대학원,청주대학교 산업경영대학원,본교,충북,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) "
대학원,청주대학교 사회복지행정대학원,본교,충북,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) "
대학원,총신대학교 일반대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,총신대학교 교육대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,총신대학교 목회신학대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,총신대학교 선교대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,총신대학교 신학대학원,본교,경기,"경기도 용인시 처인구 양지면 학촌로 110 (제일리, 총신대학교신학대학원) "
대학원,총신대학교 상담대학원,본교,서울,"서울특별시 동작구 사당로 143 (사당동, 총신대학교) "
대학원,추계예술대학교 일반대학원,본교,서울,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교) "
대학원,추계예술대학교 교육대학원,본교,서울,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교) "
대학원,추계예술대학교 문화예술경영대학원,본교,서울,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교) "
대학원,한국침례신학대학교 대학원,본교,대전,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학) 글로벌비전센터"
대학원,한국침례신학대학교 교회음악대학원,본교,대전,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학) 글로벌비전센터"
대학원,한국침례신학대학교 선교대학원,본교,대전,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학) 글로벌비전센터"
대학원,한국침례신학대학교 신학대학원,본교,대전,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학) 글로벌비전센터"
대학원,한국침례신학대학교 상담대학원,본교,대전,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학) "
대학원,한국침례신학대학교 목회신학대학원,본교,대전,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학) 글로벌비전센터"
